% Model:              Contactor_heat.mph
% Version:            COMSOL 5.4.0.225
% Date:               May 14 2019, 21:07
% Dimension:          3
% Nodes:              15076
% Expressions:        1
% Description:        温度
% Length unit:        m
% X                       Y                        Z                        T2 (K)
0.013508908539489583      -0.00824228220761549     -0.022999999999999996    380.4416873625285
0.011018931401724632      -0.00729934589200198     -0.022999999999999996    380.81153245102456
0.01466751138285303       -0.0044642544162667806   -0.023                   380.51386044203133
0.0118647850938537        -0.004489660467671136    -0.023000000000000007    380.8838395139923
0.010225275160160538      -0.002528191565976169    -0.025246921926737       368.1720890020951
0.013273720977439375      -0.0062456603823835164   -0.022999999999999996    380.6089658746624
0.009568527396147733      -0.004496016326267082    -0.022999999999999996    381.1659910766659
0.0073322830354049535     -0.004104423666671392    -0.023000000000000003    381.458376781563
0.010706143904336784      -0.00220998429547478     -0.022999999999999996    381.11825977541196
0.008361473903344319      -0.0022122736577124854   -0.022999999999999996    381.422540430578
0.0077540805204666646     -1.899201977944069E-18   -0.025246921926737005    368.4769527270491
-0.013877229115320551     -0.01871663730697637     -0.010385614089723444    379.53921094335607
-0.005800689033916884     0.004498448303126068     -0.023000000000000003    381.5998392483425
-1.2347750247318776E-18   -0.006721802158748007    -0.023000000000000003    381.6864450925005
-0.0054221883864253514    -0.0046746992075954435   -0.022999999999999993    381.62433848623596
-0.0025628283829712       -0.0056835829552459236   -0.023000000000000003    381.7497185122142
-8.186425109482078E-19    -0.004456482263665349    -0.025246921926736998    368.7806364077414
-0.006089291328139148     -0.002472576452011145    -0.023                   381.70548274441717
-0.0067217342680516755    8.231750356088563E-19    -0.023000000000000003    381.68534959824734
-0.003151208828875094     -0.0031512088288750927   -0.025246921926737005    368.78068753256605
-0.0031512088288748966    0.003151208828874897     -0.025246921926736998    368.77995016801384
-0.004456482263664642     5.457616739653855E-19    -0.025246921926737005    368.78022706752927
-0.00546848797156265      0.0016923201838984563    -0.023000000000000007    381.8118652433627
-0.0030848070360008062    0.005674916966105792     -0.023                   381.7193281891287
4.1158751780456446E-19    0.006721734268053901     -0.023000000000000003    381.68469938843316
5.38736303049025E-19      0.008798231513349224     -0.025246921926737005    368.36340651690165
2.72880836982702E-19      0.004456482263664793     -0.025246921926736995    368.78024981611185
0.005182353918927595      -0.005060342220998379    -0.023                   381.61326717117805
0.002989172887503001      -0.0029891728875030025   -0.025246921926737       368.7963857925761
0.002659765263745846      -0.0059063121204701585   -0.023                   381.71672721314224
0.0017557566259317073     0.005790892172643763     -0.023                   381.7718052194263
0.003419034789287201      0.007591251812860617     -0.025246921926736998    368.4148007385059
0.002989172887502805      0.002989172887502805     -0.025246921926737       368.79487470665214
0.005665661181039748      -0.002196140991651498    -0.023000000000000003    381.76924927224405
0.003998175411904032      -9.792705441235845E-19   -0.025246921926736998    368.80883302207883
-0.00881515329487919      -0.021568103124470186    -0.014054837125622117    379.40404118611235
-0.011672321126540692     -0.02323266922931826     -0.013004188256618093    363.91547797409754
-0.01020760361245544      -0.020945043052975246    -0.009958587239093434    379.56350301328035
-0.007916557000481685     -0.02476546234694851     -0.01375069190530676     363.89827161161656
-0.005680635610290038     -0.02259691083009146     -0.015526914705836095    379.38626985790006
-0.00646995058002009      -0.022383693607001008    -0.011724754639653896    379.4749469650449
-0.004626416190559727     -0.025585079113259093    -0.017424368052012393    363.6527717078178
-0.0026136875507138647    -0.023152940145632548    -0.0174208708303423      379.39416196545386
-0.003142098896292394     -0.023087165580164184    -0.013649854165275952    379.4127129007061
-4.28014056302E-18        -0.0233                  -0.01931737845209431     379.4325829994754
